#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
68043at50557_34720_0:001307|STRG.4166.1:61-1737|+      -            559 68043at50557         -            302  2.4e-145  482.2   0.0   1   1  8.8e-147  8.3e-145  480.5   0.0     8   302   144   481   138   481 0.91 -
18450at50557_144034_0:001371|STRG.15017.1:169-3258|+   -           1030 68043at50557         -            302   1.4e-48  164.5   0.0   1   1   2.7e-50   2.6e-48  163.6   0.0     7   301   377   714   372   715 0.80 -
18450at50557_144034_0:001371|STRG.15017.2:169-3267|+   -           1033 68043at50557         -            302   1.4e-48  164.5   0.0   1   1   2.7e-50   2.6e-48  163.6   0.0     7   301   380   717   375   718 0.80 -
46658at50557_28612_0:0048c7|STRG.10682.1:138-1259|+    -            374 68043at50557         -            302   2.3e-48  163.8   0.1   1   1   6.3e-50   5.9e-48  162.4   0.1    16   301    23   346    14   347 0.78 -
46658at50557_28612_0:0048c7|STRG.10682.2:93-1214|+     -            374 68043at50557         -            302   2.3e-48  163.8   0.1   1   1   6.3e-50   5.9e-48  162.4   0.1    16   301    23   346    14   347 0.78 -
35385at50557_7370_0:001aad|STRG.4583.1:15-2105|+       -            697 68043at50557         -            302   3.9e-48  163.1   0.0   1   1   7.9e-50   7.4e-48  162.1   0.0    12   301   114   446   106   447 0.78 -
35385at50557_37001_0:001231|STRG.9131.1:397-1731|+     -            445 68043at50557         -            302   5.8e-47  159.2   0.0   1   1   1.1e-48   1.1e-46  158.3   0.0    13   302    64   396    55   396 0.79 -
46658at50557_219809_0:0017ae|STRG.5459.1:451-1869|+    -            473 68043at50557         -            302   1.2e-46  158.2   1.3   1   1   4.2e-48     4e-46  156.5   1.3    17   300   103   419    94   421 0.81 -
35385at50557_37001_0:001231|STRG.9131.2:334-2491|+     -            445 68043at50557         -            302   2.2e-46  157.3   0.0   1   1   4.5e-48   4.2e-46  156.4   0.0    13   302    64   396    55   396 0.79 -
46658at50557_1155016_0:0008f1|STRG.11013.1:90-1193|+   -            368 68043at50557         -            302   2.5e-45  153.8   0.8   1   1   9.7e-47   9.1e-45  152.0   0.8    15   300    16   336     7   338 0.80 -
43304at50557_568069_0:003ee6|STRG.15276.1:142-1434|+   -            431 68043at50557         -            302   6.2e-43  146.0   0.3   1   1   1.2e-44   1.2e-42  145.1   0.3    12   301    31   355    23   356 0.78 -
65449at50557_7237_0:000776|STRG.13829.2:21-1178|+      -            386 68043at50557         -            302     3e-42  143.7   0.1   1   1     1e-42   9.8e-41  138.7   0.1    12   300    15   344     9   346 0.75 -
65449at50557_7274_0:002e60|STRG.16378.1:264-1577|+     -            438 68043at50557         -            302   4.7e-41  139.8   0.0   1   1   8.7e-43   8.2e-41  139.0   0.0    15   300    16   343     7   345 0.79 -
18450at50557_197043_0:00065e|STRG.13829.1:1090-2196|+  -            304 68043at50557         -            302   1.2e-40  138.5   0.0   1   2   5.6e-26   5.3e-24   83.8   0.0    12   145    16   167    10   192 0.79 -
18450at50557_197043_0:00065e|STRG.13829.1:1090-2196|+  -            304 68043at50557         -            302   1.2e-40  138.5   0.0   2   2   1.6e-16   1.5e-14   52.7   0.1   204   300   200   296   182   298 0.86 -
65449at50557_7237_0:000776|STRG.11123.1:357-1838|+     -            494 68043at50557         -            302   1.2e-40  138.5   0.0   1   1     2e-42   1.9e-40  137.8   0.0     7   297    14   346     8   352 0.79 -
65449at50557_174628_0:0019f8|STRG.10682.3:114-1081|+   -            312 68043at50557         -            302   1.5e-37  128.3   0.3   1   2   1.2e-21   1.1e-19   69.6   0.0    16   113    16   133     7   147 0.75 -
65449at50557_174628_0:0019f8|STRG.10682.3:114-1081|+   -            312 68043at50557         -            302   1.5e-37  128.3   0.3   2   2   8.3e-18   7.8e-16   57.0   0.1   186   301   178   295   134   296 0.88 -
65449at50557_34720_0:000b83|STRG.8839.2:155-1915|+     -            587 68043at50557         -            302   3.7e-37  127.0   0.1   1   1   9.4e-39   8.9e-37  125.7   0.1    13   302    21   355     9   355 0.72 -
65449at50557_42026_0:002fbc|STRG.6494.1:1314-3122|+    -            603 68043at50557         -            302     7e-37  126.1   0.1   1   2   7.6e-22   7.2e-20   70.2   0.0    14   150     1   162     1   174 0.76 -
65449at50557_42026_0:002fbc|STRG.6494.1:1314-3122|+    -            603 68043at50557         -            302     7e-37  126.1   0.1   2   2   1.6e-16   1.5e-14   52.7   0.0   232   301   402   471   391   472 0.94 -
65449at50557_34720_0:000b83|STRG.8839.4:2-1917|+       -            556 68043at50557         -            302   2.6e-36  124.2   0.1   1   1   6.8e-38   6.4e-36  122.9   0.1    28   302     3   324     1   324 0.72 -
46658at50557_28612_0:0048c7|STRG.15422.1:204-1385|+    -            394 68043at50557         -            302   9.4e-36  122.4   1.2   1   1   2.4e-37   2.2e-35  121.1   1.2     7   300    25   356    22   358 0.79 -
46658at50557_28612_0:0048c7|STRG.15422.2:265-1446|+    -            394 68043at50557         -            302   9.4e-36  122.4   1.2   1   1   2.4e-37   2.2e-35  121.1   1.2     7   300    25   356    22   358 0.79 -
46658at50557_28612_0:0048c7|STRG.15422.3:78-1262|+     -            395 68043at50557         -            302   9.5e-36  122.4   1.2   1   1   2.4e-37   2.3e-35  121.1   1.2     7   300    25   356    22   358 0.79 -
46658at50557_28612_0:0048c7|STRG.15422.4:78-2450|+     -            395 68043at50557         -            302   9.5e-36  122.4   1.2   1   1   2.4e-37   2.3e-35  121.1   1.2     7   300    25   356    22   358 0.79 -
35385at50557_37001_0:001231|STRG.3240.3:299-1378|+     -            360 68043at50557         -            302   2.5e-34  117.7   0.0   1   1   5.9e-36   5.5e-34  116.6   0.0    12   266    63   360    54   360 0.75 -
35385at50557_37001_0:001231|STRG.3240.6:236-1315|+     -            360 68043at50557         -            302   2.5e-34  117.7   0.0   1   1   5.9e-36   5.5e-34  116.6   0.0    12   266    63   360    54   360 0.75 -
43304at50557_34720_0:00174e|STRG.7242.1:74-2281|+      -            736 68043at50557         -            302   1.6e-33  115.0   1.5   1   3   4.3e-11   4.1e-09   34.9   0.0     5    60   146   203   143   207 0.86 -
43304at50557_34720_0:00174e|STRG.7242.1:74-2281|+      -            736 68043at50557         -            302   1.6e-33  115.0   1.5   2   3   6.1e-12   5.7e-10   37.7   0.2    61   147   257   360   251   418 0.73 -
43304at50557_34720_0:00174e|STRG.7242.1:74-2281|+      -            736 68043at50557         -            302   1.6e-33  115.0   1.5   3   3   1.4e-12   1.3e-10   39.8   0.0   232   300   491   559   463   561 0.93 -
43304at50557_34720_0:00174e|STRG.7242.2:84-2291|+      -            736 68043at50557         -            302   1.6e-33  115.0   1.5   1   3   4.3e-11   4.1e-09   34.9   0.0     5    60   146   203   143   207 0.86 -
43304at50557_34720_0:00174e|STRG.7242.2:84-2291|+      -            736 68043at50557         -            302   1.6e-33  115.0   1.5   2   3   6.1e-12   5.7e-10   37.7   0.2    61   147   257   360   251   418 0.73 -
43304at50557_34720_0:00174e|STRG.7242.2:84-2291|+      -            736 68043at50557         -            302   1.6e-33  115.0   1.5   3   3   1.4e-12   1.3e-10   39.8   0.0   232   300   491   559   463   561 0.93 -
46658at50557_7260_0:0034ab|STRG.9385.1:516-1625|+      -            370 68043at50557         -            302   5.2e-33  113.4   0.2   1   1   9.8e-35   9.2e-33  112.6   0.2     8   300     9   344     4   346 0.78 -
46658at50557_7260_0:0034ab|STRG.9385.2:395-1504|+      -            370 68043at50557         -            302   5.2e-33  113.4   0.2   1   1   9.8e-35   9.2e-33  112.6   0.2     8   300     9   344     4   346 0.78 -
46658at50557_7260_0:0034ab|STRG.9385.3:437-1546|+      -            370 68043at50557         -            302   5.2e-33  113.4   0.2   1   1   9.8e-35   9.2e-33  112.6   0.2     8   300     9   344     4   346 0.78 -
57791at50557_34720_0:001e64|STRG.10191.1:98-2086|+     -            663 68043at50557         -            302     7e-33  113.0   0.3   1   2   2.9e-13   2.8e-11   42.0   0.4    39   135   241   367   233   372 0.70 -
57791at50557_34720_0:001e64|STRG.10191.1:98-2086|+     -            663 68043at50557         -            302     7e-33  113.0   0.3   2   2   1.6e-20   1.5e-18   65.9   0.0   193   302   469   582   453   582 0.87 -
57791at50557_34720_0:001e64|STRG.10191.2:92-2080|+     -            663 68043at50557         -            302     7e-33  113.0   0.3   1   2   2.9e-13   2.8e-11   42.0   0.4    39   135   241   367   233   372 0.70 -
57791at50557_34720_0:001e64|STRG.10191.2:92-2080|+     -            663 68043at50557         -            302     7e-33  113.0   0.3   2   2   1.6e-20   1.5e-18   65.9   0.0   193   302   469   582   453   582 0.87 -
57791at50557_34720_0:001e64|STRG.10191.3:69-2057|+     -            663 68043at50557         -            302     7e-33  113.0   0.3   1   2   2.9e-13   2.8e-11   42.0   0.4    39   135   241   367   233   372 0.70 -
57791at50557_34720_0:001e64|STRG.10191.3:69-2057|+     -            663 68043at50557         -            302     7e-33  113.0   0.3   2   2   1.6e-20   1.5e-18   65.9   0.0   193   302   469   582   453   582 0.87 -
57791at50557_34720_0:001e64|STRG.10191.4:94-2082|+     -            663 68043at50557         -            302     7e-33  113.0   0.3   1   2   2.9e-13   2.8e-11   42.0   0.4    39   135   241   367   233   372 0.70 -
57791at50557_34720_0:001e64|STRG.10191.4:94-2082|+     -            663 68043at50557         -            302     7e-33  113.0   0.3   2   2   1.6e-20   1.5e-18   65.9   0.0   193   302   469   582   453   582 0.87 -
25910at50557_103372_0:001a63|STRG.10817.1:22-2205|+    -            728 68043at50557         -            302   8.6e-33  112.7   0.0   1   3   1.4e-10   1.4e-08   33.2   0.0     9    58    13    62     6    67 0.91 -
25910at50557_103372_0:001a63|STRG.10817.1:22-2205|+    -            728 68043at50557         -            302   8.6e-33  112.7   0.0   2   3   3.1e-08   2.9e-06   25.5   0.0    60   138   287   380   284   391 0.71 -
25910at50557_103372_0:001a63|STRG.10817.1:22-2205|+    -            728 68043at50557         -            302   8.6e-33  112.7   0.0   3   3   1.5e-15   1.4e-13   49.5   0.0   228   300   534   606   494   608 0.87 -
35385at50557_37001_0:001231|STRG.9129.2:512-1704|+     -            360 68043at50557         -            302   4.9e-32  110.2   0.1   1   1   1.1e-33   1.1e-31  109.0   0.1    13   266    66   360    58   360 0.78 -
35385at50557_37001_0:001231|STRG.3240.5:220-1522|+     -            358 68043at50557         -            302   6.8e-32  109.7   0.0   1   1   1.6e-33   1.5e-31  108.6   0.0    12   266    63   358    54   358 0.74 -
123578at50557_7168_0:0013fb|STRG.11753.1:402-1766|+    -            455 68043at50557         -            302   1.3e-31  108.8   1.1   1   2   5.6e-16   5.3e-14   51.0   0.3     7   145    81   243    77   249 0.76 -
123578at50557_7168_0:0013fb|STRG.11753.1:402-1766|+    -            455 68043at50557         -            302   1.3e-31  108.8   1.1   2   2     2e-17   1.9e-15   55.7   0.0   159   298   288   428   265   431 0.75 -
41619at50557_34720_0:0004fb|STRG.2989.1:116-1981|+     -            544 68043at50557         -            302   4.5e-31  107.0   3.1   1   2   1.4e-22   1.3e-20   72.7   1.1    10   148    24   187    19   320 0.70 -
41619at50557_34720_0:0004fb|STRG.2989.1:116-1981|+     -            544 68043at50557         -            302   4.5e-31  107.0   3.1   2   2   1.9e-10   1.8e-08   32.8   0.0   262   300   340   378   335   380 0.94 -
41619at50557_34720_0:0004fb|STRG.2989.2:91-1722|+      -            544 68043at50557         -            302   4.5e-31  107.0   3.1   1   2   1.4e-22   1.3e-20   72.7   1.1    10   148    24   187    19   320 0.70 -
41619at50557_34720_0:0004fb|STRG.2989.2:91-1722|+      -            544 68043at50557         -            302   4.5e-31  107.0   3.1   2   2   1.9e-10   1.8e-08   32.8   0.0   262   300   340   378   335   380 0.94 -
29312at50557_143948_0:00066e|STRG.9275.3:2915-3746|+   -            264 68043at50557         -            302   8.6e-27   93.0   0.2   1   1   1.9e-28   1.8e-26   91.9   0.2   108   300    41   228    23   230 0.85 -
35385at50557_64838_0:000109|STRG.9275.1:3032-3716|+    -            212 68043at50557         -            302   1.9e-26   91.8   0.5   1   1   2.9e-27   2.8e-25   88.0   0.5   110   300     4   186     1   188 0.83 -
35385at50557_64838_0:000109|STRG.9275.4:2903-3587|+    -            212 68043at50557         -            302   1.9e-26   91.8   0.5   1   1   2.9e-27   2.8e-25   88.0   0.5   110   300     4   186     1   188 0.83 -
43304at50557_34720_0:00174e|STRG.7242.3:50-1703|+      -            529 68043at50557         -            302   3.9e-23   81.0   0.4   1   2   3.5e-12   3.3e-10   38.5   0.2    60   148    49   154    44   214 0.73 -
43304at50557_34720_0:00174e|STRG.7242.3:50-1703|+      -            529 68043at50557         -            302   3.9e-23   81.0   0.4   2   2   8.6e-13   8.1e-11   40.5   0.0   232   300   284   352   256   354 0.93 -
35385at50557_1155016_0:002498|STRG.9275.2:90-455|+     -            122 68043at50557         -            302   8.8e-23   79.8   0.0   1   1   1.1e-24     1e-22   79.6   0.0   205   300     1    96     1    98 0.97 -
65449at50557_103372_0:002499|STRG.8839.5:2-583|+       -            194 68043at50557         -            302   6.3e-20   70.4   0.6   1   1   1.2e-20   1.2e-18   66.2   0.6    28   176     3   185     1   188 0.65 -
29312at50557_29031_0:001a6d|STRG.10391.1:61-610|+      -            178 68043at50557         -            302   1.2e-19   69.5   0.5   1   1   1.5e-21   1.4e-19   69.2   0.5   122   281     1   175     1   178 0.83 -
29312at50557_29031_0:001a6d|STRG.10391.2:61-610|+      -            178 68043at50557         -            302   1.2e-19   69.5   0.5   1   1   1.5e-21   1.4e-19   69.2   0.5   122   281     1   175     1   178 0.83 -
29312at50557_29031_0:001a6d|STRG.10391.3:282-831|+     -            178 68043at50557         -            302   1.2e-19   69.5   0.5   1   1   1.5e-21   1.4e-19   69.2   0.5   122   281     1   175     1   178 0.83 -
29312at50557_29031_0:001a6d|STRG.10682.3:509-1057|+    -            183 68043at50557         -            302   1.2e-16   59.7   0.0   1   1   1.5e-18   1.4e-16   59.4   0.0   180   302    50   175     5   175 0.85 -
19244at50557_116153_0:001e22|STRG.4938.2:129-1178|+    -            350 68043at50557         -            302   1.3e-16   59.6   0.8   1   2     1e-10   9.6e-09   33.7   0.4    22   145    16   160     4   196 0.65 -
19244at50557_116153_0:001e22|STRG.4938.2:129-1178|+    -            350 68043at50557         -            302   1.3e-16   59.6   0.8   2   2   1.2e-07   1.1e-05   23.7   0.0   207   299   252   344   244   346 0.92 -
65449at50557_34720_0:000b83|STRG.8839.1:326-1258|+     -            311 68043at50557         -            302   5.4e-15   54.2   0.0   1   1   9.7e-17   9.1e-15   53.5   0.0   226   302     4    79     1    79 0.94 -
65449at50557_34720_0:000b83|STRG.8839.3:965-1897|+     -            311 68043at50557         -            302   5.4e-15   54.2   0.0   1   1   9.7e-17   9.1e-15   53.5   0.0   226   302     4    79     1    79 0.94 -
65449at50557_42026_0:002fbc|STRG.11027.2:784-2195|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   1   3   1.7e-10   1.6e-08   33.0   0.1     8    58    16    66    11    89 0.91 -
65449at50557_42026_0:002fbc|STRG.11027.2:784-2195|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   2   3    0.0017      0.16    9.9   0.1    93   135    89   133    80   149 0.78 -
65449at50557_42026_0:002fbc|STRG.11027.2:784-2195|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   3   3    0.0068      0.64    8.0   0.0   272   298   200   226   190   231 0.87 -
65449at50557_42026_0:002fbc|STRG.11027.4:491-1902|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   1   3   1.7e-10   1.6e-08   33.0   0.1     8    58    16    66    11    89 0.91 -
65449at50557_42026_0:002fbc|STRG.11027.4:491-1902|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   2   3    0.0017      0.16    9.9   0.1    93   135    89   133    80   149 0.78 -
65449at50557_42026_0:002fbc|STRG.11027.4:491-1902|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   3   3    0.0068      0.64    8.0   0.0   272   298   200   226   190   231 0.87 -
65449at50557_42026_0:002fbc|STRG.11027.5:487-1898|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   1   3   1.7e-10   1.6e-08   33.0   0.1     8    58    16    66    11    89 0.91 -
65449at50557_42026_0:002fbc|STRG.11027.5:487-1898|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   2   3    0.0017      0.16    9.9   0.1    93   135    89   133    80   149 0.78 -
65449at50557_42026_0:002fbc|STRG.11027.5:487-1898|+    -            351 68043at50557         -            302   6.4e-15   54.0   0.6   3   3    0.0068      0.64    8.0   0.0   272   298   200   226   190   231 0.87 -
65449at50557_42026_0:002fbc|STRG.11027.6:278-1592|+    -            382 68043at50557         -            302   7.1e-14   50.5   0.6   1   2   6.6e-12   6.2e-10   37.6   0.4     8   135    16   133    11   150 0.80 -
65449at50557_42026_0:002fbc|STRG.11027.6:278-1592|+    -            382 68043at50557         -            302   7.1e-14   50.5   0.6   2   2     0.057       5.3    5.0   0.0   276   298   235   257   179   262 0.86 -
19244at50557_29053_0:002948|STRG.8686.1:1687-2874|+    -            396 68043at50557         -            302   1.3e-12   46.5   0.2   1   2   0.00016     0.015   13.4   0.1    23    98     9    85     2   173 0.73 -
19244at50557_29053_0:002948|STRG.8686.1:1687-2874|+    -            396 68043at50557         -            302   1.3e-12   46.5   0.2   2   2   1.1e-09     1e-07   30.3   0.0   205   298   230   323   207   326 0.90 -
19244at50557_29053_0:002948|STRG.8686.2:1660-2847|+    -            396 68043at50557         -            302   1.3e-12   46.5   0.2   1   2   0.00016     0.015   13.4   0.1    23    98     9    85     2   173 0.73 -
19244at50557_29053_0:002948|STRG.8686.2:1660-2847|+    -            396 68043at50557         -            302   1.3e-12   46.5   0.2   2   2   1.1e-09     1e-07   30.3   0.0   205   298   230   323   207   326 0.90 -
46658at50557_56086_0:000311|STRG.11371.1:177-671|+     -            165 68043at50557         -            302   5.7e-12   44.3   0.0   1   1   7.8e-14   7.3e-12   43.9   0.0    13   129    30   165    21   165 0.77 -
19244at50557_34720_0:002014|STRG.597.1:97-4662|+       -           1522 68043at50557         -            302   2.1e-10   39.1   1.7   1   2     0.021         2    6.4   0.1    16   109   824   932   811   972 0.61 -
19244at50557_34720_0:002014|STRG.597.1:97-4662|+       -           1522 68043at50557         -            302   2.1e-10   39.1   1.7   2   2   1.3e-09   1.3e-07   30.0   0.1   231   298  1096  1163  1091  1167 0.94 -
19244at50557_116153_0:001e22|STRG.2984.6:471-1406|+    -            312 68043at50557         -            302   5.6e-10   37.8   0.2   1   2    0.0032       0.3    9.1   0.1    33    96     2    65     1   138 0.69 -
19244at50557_116153_0:001e22|STRG.2984.6:471-1406|+    -            312 68043at50557         -            302   5.6e-10   37.8   0.2   2   2   1.6e-08   1.5e-06   26.5   0.0   193   300   202   310   193   312 0.88 -
68043at50557_133901_0:001e43|STRG.12039.1:1535-2758|+  -            408 68043at50557         -            302   1.5e-09   36.4   1.4   1   2   1.1e-06    0.0001   20.5   0.8    34   134    30   156     5   177 0.68 -
68043at50557_133901_0:001e43|STRG.12039.1:1535-2758|+  -            408 68043at50557         -            302   1.5e-09   36.4   1.4   2   2    0.0016      0.15   10.1   0.0   221   275   310   362   234   380 0.84 -
68043at50557_133901_0:001e43|STRG.12039.2:1548-2771|+  -            408 68043at50557         -            302   1.5e-09   36.4   1.4   1   2   1.1e-06    0.0001   20.5   0.8    34   134    30   156     5   177 0.68 -
68043at50557_133901_0:001e43|STRG.12039.2:1548-2771|+  -            408 68043at50557         -            302   1.5e-09   36.4   1.4   2   2    0.0016      0.15   10.1   0.0   221   275   310   362   234   380 0.84 -
68043at50557_133901_0:001e43|STRG.12039.3:1384-2607|+  -            408 68043at50557         -            302   1.5e-09   36.4   1.4   1   2   1.1e-06    0.0001   20.5   0.8    34   134    30   156     5   177 0.68 -
68043at50557_133901_0:001e43|STRG.12039.3:1384-2607|+  -            408 68043at50557         -            302   1.5e-09   36.4   1.4   2   2    0.0016      0.15   10.1   0.0   221   275   310   362   234   380 0.84 -
68043at50557_133901_0:001e43|STRG.12039.4:1252-2475|+  -            408 68043at50557         -            302   1.5e-09   36.4   1.4   1   2   1.1e-06    0.0001   20.5   0.8    34   134    30   156     5   177 0.68 -
68043at50557_133901_0:001e43|STRG.12039.4:1252-2475|+  -            408 68043at50557         -            302   1.5e-09   36.4   1.4   2   2    0.0016      0.15   10.1   0.0   221   275   310   362   234   380 0.84 -
19244at50557_378494_0:0048b7|STRG.4938.1:159-929|+     -            257 68043at50557         -            302   2.7e-09   35.5   0.5   1   1   6.4e-11     6e-09   34.4   0.5    23   145    10   153     2   189 0.65 -
68043at50557_319348_0:001081|STRG.12039.1:4109-5218|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   1   2   1.8e-07   1.7e-05   23.0   0.0    18   136     2   139     1   185 0.73 -
68043at50557_319348_0:001081|STRG.12039.1:4109-5218|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   2   2     0.036       3.4    5.6   0.0   230   275   295   340   278   347 0.89 -
68043at50557_319348_0:001081|STRG.12039.2:4122-5231|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   1   2   1.8e-07   1.7e-05   23.0   0.0    18   136     2   139     1   185 0.73 -
68043at50557_319348_0:001081|STRG.12039.2:4122-5231|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   2   2     0.036       3.4    5.6   0.0   230   275   295   340   278   347 0.89 -
68043at50557_319348_0:001081|STRG.12039.3:3958-5067|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   1   2   1.8e-07   1.7e-05   23.0   0.0    18   136     2   139     1   185 0.73 -
68043at50557_319348_0:001081|STRG.12039.3:3958-5067|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   2   2     0.036       3.4    5.6   0.0   230   275   295   340   278   347 0.89 -
