#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
72085at50557_520822_0:002380|STRG.16277.1:131-1669|+ -            513 72085at50557         -            399  9.2e-166  550.5   0.0   1   1  2.3e-167  1.8e-165  549.5   0.0     1   399    35   506    35   506 0.90 -
72085at50557_110193_0:00079d|STRG.15533.1:350-1786|+ -            479 72085at50557         -            399   3.1e-27   94.3   1.9   1   3   7.5e-06   0.00059   17.7   0.0     5   106     2   101     1   161 0.87 -
72085at50557_110193_0:00079d|STRG.15533.1:350-1786|+ -            479 72085at50557         -            399   3.1e-27   94.3   1.9   2   3       2.2   1.7e+02   -0.3   0.1   244   279   191   226   136   248 0.67 -
72085at50557_110193_0:00079d|STRG.15533.1:350-1786|+ -            479 72085at50557         -            399   3.1e-27   94.3   1.9   3   3   2.9e-23   2.3e-21   75.0   0.1   218   384   297   479   230   479 0.82 -
94143at50557_7029_0:006933|STRG.9546.1:138-1577|+    -            480 72085at50557         -            399   1.2e-26   92.4   0.1   1   2   0.00018     0.014   13.1   0.1     1   110     4   111     4   192 0.72 -
94143at50557_7029_0:006933|STRG.9546.1:138-1577|+    -            480 72085at50557         -            399   1.2e-26   92.4   0.1   2   2     1e-23   8.1e-22   76.5   0.0   212   384   266   452   217   460 0.85 -
72085at50557_64459_0:00143b|STRG.2595.1:300-1748|+   -            483 72085at50557         -            399   3.6e-26   90.8   0.1   1   2    0.0052      0.41    8.3   0.0     4   140     7   141     4   174 0.75 -
72085at50557_64459_0:00143b|STRG.2595.1:300-1748|+   -            483 72085at50557         -            399   3.6e-26   90.8   0.1   2   2   5.7e-25   4.5e-23   80.6   0.0   233   385   290   456   275   469 0.83 -
94143at50557_7038_0:001312|STRG.2594.1:82-1503|+     -            474 72085at50557         -            399   3.6e-26   90.8   0.2   1   2    0.0032      0.25    9.0   0.0     4   140     7   141     4   174 0.74 -
94143at50557_7038_0:001312|STRG.2594.1:82-1503|+     -            474 72085at50557         -            399   3.6e-26   90.8   0.2   2   2   9.2e-25   7.3e-23   79.9   0.0   233   385   290   456   275   469 0.83 -
72085at50557_535359_0:001660|STRG.9545.1:301-1734|+  -            478 72085at50557         -            399   1.3e-25   89.0   0.5   1   2    0.0031      0.25    9.0   0.0     6   104     1    96     1   126 0.81 -
72085at50557_535359_0:001660|STRG.9545.1:301-1734|+  -            478 72085at50557         -            399   1.3e-25   89.0   0.5   2   2   2.8e-24   2.2e-22   78.4   0.1   224   384   273   447   199   453 0.81 -
72085at50557_535359_0:001660|STRG.9545.2:298-1731|+  -            478 72085at50557         -            399   1.3e-25   89.0   0.5   1   2    0.0031      0.25    9.0   0.0     6   104     1    96     1   126 0.81 -
72085at50557_535359_0:001660|STRG.9545.2:298-1731|+  -            478 72085at50557         -            399   1.3e-25   89.0   0.5   2   2   2.8e-24   2.2e-22   78.4   0.1   224   384   273   447   199   453 0.81 -
94143at50557_7038_0:001312|STRG.2593.1:86-1504|+     -            473 72085at50557         -            399   1.5e-25   88.8   0.1   1   2    0.0032      0.25    9.0   0.0     4   140     7   141     4   174 0.74 -
94143at50557_7038_0:001312|STRG.2593.1:86-1504|+     -            473 72085at50557         -            399   1.5e-25   88.8   0.1   2   2   4.1e-24   3.2e-22   77.8   0.0   234   385   290   455   278   468 0.82 -
72085at50557_123851_0:002e3b|STRG.1117.1:304-1197|+  -            298 72085at50557         -            399   7.2e-25   86.5   2.4   1   1   6.2e-25   4.9e-23   80.5   2.4     2   208    13   257    12   275 0.82 -
126811at50557_39758_0:001e02|STRG.19537.1:220-1518|+ -            433 72085at50557         -            399   4.3e-24   84.0   0.7   1   1   9.2e-26   7.3e-24   83.2   0.7   212   388   210   402   163   410 0.83 -
72085at50557_166423_0:000771|STRG.6819.1:340-846|+   -            169 72085at50557         -            399   2.4e-23   81.5   0.0   1   1   3.3e-25   2.6e-23   81.4   0.0   231   375     7   166     1   169 0.83 -
72085at50557_454923_0:00037b|STRG.5837.2:254-1609|+  -            452 72085at50557         -            399   3.5e-23   81.0   0.2   1   2     0.011      0.85    7.3   0.3     2   105     2   104     1   245 0.78 -
72085at50557_454923_0:00037b|STRG.5837.2:254-1609|+  -            452 72085at50557         -            399   3.5e-23   81.0   0.2   2   2   3.4e-22   2.7e-20   71.5   0.0   229   384   278   448   233   452 0.76 -
72085at50557_307658_0:001bcf|STRG.9544.1:252-1658|+  -            469 72085at50557         -            399   3.6e-23   80.9   2.7   1   2    0.0023      0.19    9.4   0.5     4   109     1   102     1   188 0.67 -
72085at50557_307658_0:001bcf|STRG.9544.1:252-1658|+  -            469 72085at50557         -            399   3.6e-23   80.9   2.7   2   2   3.1e-22   2.4e-20   71.6   0.4   160   384   203   450   157   456 0.74 -
72085at50557_307658_0:001bcf|STRG.9544.2:190-1596|+  -            469 72085at50557         -            399   3.6e-23   80.9   2.7   1   2    0.0023      0.19    9.4   0.5     4   109     1   102     1   188 0.67 -
72085at50557_307658_0:001bcf|STRG.9544.2:190-1596|+  -            469 72085at50557         -            399   3.6e-23   80.9   2.7   2   2   3.1e-22   2.4e-20   71.6   0.4   160   384   203   450   157   456 0.74 -
72085at50557_64793_0:002c2e|STRG.9545.4:323-1033|+   -            237 72085at50557         -            399   4.6e-23   80.6   0.0   1   1   7.2e-25   5.7e-23   80.3   0.0   226   384    38   210    17   217 0.86 -
94143at50557_319348_0:0040ff|STRG.9546.2:332-1489|+  -            386 72085at50557         -            399   7.6e-23   79.9   0.0   1   2       1.8   1.5e+02   -0.1   0.1   209   247    30    68    16   100 0.65 -
94143at50557_319348_0:0040ff|STRG.9546.2:332-1489|+  -            386 72085at50557         -            399   7.6e-23   79.9   0.0   2   2   5.5e-24   4.3e-22   77.4   0.0   211   384   169   356   115   364 0.84 -
94143at50557_40932_0:002d0f|STRG.15142.1:58-909|+    -            284 72085at50557         -            399   1.1e-22   79.3   0.0   1   1   1.8e-24   1.4e-22   79.0   0.0   221   385    87   263    32   265 0.87 -
94143at50557_319348_0:0040ff|STRG.17240.1:27-1370|+  -            448 72085at50557         -            399   1.7e-22   78.7   1.2   1   3       3.5   2.7e+02   -1.0   0.0    35    66    46    76    39   142 0.75 -
94143at50557_319348_0:0040ff|STRG.17240.1:27-1370|+  -            448 72085at50557         -            399   1.7e-22   78.7   1.2   2   3       2.3   1.9e+02   -0.4   0.0   244   295   158   206   103   224 0.69 -
94143at50557_319348_0:0040ff|STRG.17240.1:27-1370|+  -            448 72085at50557         -            399   1.7e-22   78.7   1.2   3   3   1.2e-23   9.2e-22   76.3   0.3   233   382   290   447   267   448 0.85 -
72085at50557_168631_0:0016c7|STRG.9688.1:449-1159|+  -            237 72085at50557         -            399   2.7e-22   78.1   0.0   1   1   4.2e-24   3.3e-22   77.8   0.0   233   363    92   236    66   237 0.84 -
94143at50557_54969_0:002985|STRG.9234.2:101-1276|+   -            392 72085at50557         -            399   2.8e-22   78.0   0.8   1   2       1.3     1e+02    0.4   0.3   205   265    29    88    19    99 0.61 -
94143at50557_54969_0:002985|STRG.9234.2:101-1276|+   -            392 72085at50557         -            399   2.8e-22   78.0   0.8   2   2   1.9e-23   1.5e-21   75.6   0.0   226   384   190   362   174   368 0.81 -
94143at50557_54969_0:002985|STRG.9234.1:183-1367|+   -            395 72085at50557         -            399   2.9e-22   78.0   0.8   1   2       1.3     1e+02    0.4   0.3   205   265    32    91    22   102 0.61 -
94143at50557_54969_0:002985|STRG.9234.1:183-1367|+   -            395 72085at50557         -            399   2.9e-22   78.0   0.8   2   2   1.9e-23   1.5e-21   75.6   0.0   226   384   193   365   177   371 0.81 -
94143at50557_54969_0:002985|STRG.9234.3:478-1662|+   -            395 72085at50557         -            399   2.9e-22   78.0   0.8   1   2       1.3     1e+02    0.4   0.3   205   265    32    91    22   102 0.61 -
94143at50557_54969_0:002985|STRG.9234.3:478-1662|+   -            395 72085at50557         -            399   2.9e-22   78.0   0.8   2   2   1.9e-23   1.5e-21   75.6   0.0   226   384   193   365   177   371 0.81 -
138762at50557_13249_0:0030f7|STRG.1332.1:445-1866|+  -            474 72085at50557         -            399   1.3e-21   75.8   0.1   1   2       8.3   6.5e+02   -2.2   0.0   129   156   148   175    96   183 0.64 -
138762at50557_13249_0:0030f7|STRG.1332.1:445-1866|+  -            474 72085at50557         -            399   1.3e-21   75.8   0.1   2   2   4.2e-23   3.3e-21   74.5   0.0   220   391   261   451   215   457 0.83 -
72085at50557_13686_0:0008b8|STRG.9965.1:133-930|+    -            266 72085at50557         -            399   1.5e-21   75.6   0.4   1   1   2.3e-23   1.8e-21   75.3   0.4   211   389    48   241    11   250 0.83 -
72085at50557_13686_0:0008b8|STRG.9965.3:54-851|+     -            266 72085at50557         -            399   1.5e-21   75.6   0.4   1   1   2.3e-23   1.8e-21   75.3   0.4   211   389    48   241    11   250 0.83 -
138762at50557_13249_0:0030f7|STRG.1335.1:166-1587|+  -            474 72085at50557         -            399     2e-21   75.2   0.1   1   2       1.5   1.2e+02    0.2   0.0   114   157   131   176    94   188 0.75 -
138762at50557_13249_0:0030f7|STRG.1335.1:166-1587|+  -            474 72085at50557         -            399     2e-21   75.2   0.1   2   2   1.7e-22   1.4e-20   72.5   0.0   220   389   261   449   218   456 0.83 -
138762at50557_13249_0:0030f7|STRG.1335.2:166-1587|+  -            474 72085at50557         -            399     2e-21   75.2   0.1   1   2       1.5   1.2e+02    0.2   0.0   114   157   131   176    94   188 0.75 -
138762at50557_13249_0:0030f7|STRG.1335.2:166-1587|+  -            474 72085at50557         -            399     2e-21   75.2   0.1   2   2   1.7e-22   1.4e-20   72.5   0.0   220   389   261   449   218   456 0.83 -
138762at50557_13249_0:0030f7|STRG.1337.1:338-1756|+  -            473 72085at50557         -            399   2.1e-21   75.1   0.0   1   1   1.6e-22   1.2e-20   72.6   0.0   220   385   260   444   119   455 0.86 -
138762at50557_13249_0:0030f7|STRG.1333.3:108-1457|+  -            450 72085at50557         -            399   2.4e-21   74.9   0.1   1   2       1.6   1.3e+02    0.1   0.0   129   161   124   156    72   171 0.75 -
138762at50557_13249_0:0030f7|STRG.1333.3:108-1457|+  -            450 72085at50557         -            399   2.4e-21   74.9   0.1   2   2     2e-22   1.6e-20   72.3   0.0   220   388   237   424   195   432 0.84 -
138762at50557_13249_0:0030f7|STRG.19461.1:171-1607|+ -            479 72085at50557         -            399   2.9e-21   74.6   0.1   1   2       8.4   6.6e+02   -2.3   0.0   114   157   133   175   117   179 0.80 -
138762at50557_13249_0:0030f7|STRG.19461.1:171-1607|+ -            479 72085at50557         -            399   2.9e-21   74.6   0.1   2   2   9.4e-23   7.4e-21   73.3   0.0   193   392   237   456   211   459 0.77 -
138762at50557_13249_0:0030f7|STRG.1333.2:89-1546|+   -            486 72085at50557         -            399   3.2e-21   74.5   0.1   1   2       1.8   1.5e+02   -0.1   0.0   129   161   160   192   108   207 0.75 -
138762at50557_13249_0:0030f7|STRG.1333.2:89-1546|+   -            486 72085at50557         -            399   3.2e-21   74.5   0.1   2   2   2.4e-22   1.9e-20   72.0   0.0   220   388   273   460   231   468 0.84 -
138762at50557_13249_0:0030f7|STRG.19471.1:117-1574|+ -            486 72085at50557         -            399   3.8e-21   74.3   0.1   1   1   9.8e-23   7.7e-21   73.3   0.0   218   391   271   463   228   468 0.82 -
138762at50557_13249_0:0030f7|STRG.1333.1:735-2192|+  -            486 72085at50557         -            399   3.9e-21   74.2   0.1   1   2       1.8   1.5e+02   -0.1   0.0   129   161   160   192   108   207 0.75 -
138762at50557_13249_0:0030f7|STRG.1333.1:735-2192|+  -            486 72085at50557         -            399   3.9e-21   74.2   0.1   2   2   2.8e-22   2.2e-20   71.8   0.0   220   388   273   459   231   467 0.85 -
72085at50557_454923_0:00037b|STRG.5837.1:198-956|+   -            253 72085at50557         -            399   4.3e-21   74.1   0.0   1   1     6e-23   4.7e-21   74.0   0.0   210   384    56   249    25   253 0.75 -
72085at50557_454923_0:00037b|STRG.5837.3:162-920|+   -            253 72085at50557         -            399   4.3e-21   74.1   0.0   1   1     6e-23   4.7e-21   74.0   0.0   210   384    56   249    25   253 0.75 -
138762at50557_13249_0:0030f7|STRG.19466.1:259-1725|+ -            489 72085at50557         -            399   5.7e-21   73.7   0.0   1   2         7   5.5e+02   -2.0   0.0    86   107   114   135    68   198 0.62 -
138762at50557_13249_0:0030f7|STRG.19466.1:259-1725|+ -            489 72085at50557         -            399   5.7e-21   73.7   0.0   2   2   2.1e-22   1.6e-20   72.2   0.0   220   385   283   470   279   478 0.82 -
138762at50557_13249_0:0030f7|STRG.15698.1:110-1588|+ -            493 72085at50557         -            399   5.9e-21   73.6   0.1   1   2       6.3     5e+02   -1.8   0.0   129   153   167   191   113   209 0.51 -
138762at50557_13249_0:0030f7|STRG.15698.1:110-1588|+ -            493 72085at50557         -            399   5.9e-21   73.6   0.1   2   2   2.1e-22   1.6e-20   72.2   0.0   220   385   279   463   237   473 0.82 -
138762at50557_13249_0:0030f7|STRG.15716.1:110-1588|+ -            493 72085at50557         -            399   1.1e-20   72.7   0.1   1   2       6.3     5e+02   -1.8   0.0   129   153   167   191   113   209 0.51 -
138762at50557_13249_0:0030f7|STRG.15716.1:110-1588|+ -            493 72085at50557         -            399   1.1e-20   72.7   0.1   2   2   4.1e-22   3.2e-20   71.2   0.0   220   385   279   463   237   473 0.82 -
138762at50557_13249_0:0030f7|STRG.18574.1:137-1486|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   1   2      0.71        56    1.3   0.1   108   156   126   173    55   190 0.73 -
138762at50557_13249_0:0030f7|STRG.18574.1:137-1486|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   2   2   3.5e-21   2.8e-19   68.1   0.0   220   384   269   448   257   450 0.85 -
138762at50557_13249_0:0030f7|STRG.18574.2:155-1504|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   1   2      0.71        56    1.3   0.1   108   156   126   173    55   190 0.73 -
138762at50557_13249_0:0030f7|STRG.18574.2:155-1504|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   2   2   3.5e-21   2.8e-19   68.1   0.0   220   384   269   448   257   450 0.85 -
138762at50557_13249_0:0030f7|STRG.18574.3:191-1540|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   1   2      0.71        56    1.3   0.1   108   156   126   173    55   190 0.73 -
138762at50557_13249_0:0030f7|STRG.18574.3:191-1540|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   2   2   3.5e-21   2.8e-19   68.1   0.0   220   384   269   448   257   450 0.85 -
138762at50557_13249_0:0030f7|STRG.18574.4:210-1559|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   1   2      0.71        56    1.3   0.1   108   156   126   173    55   190 0.73 -
138762at50557_13249_0:0030f7|STRG.18574.4:210-1559|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   2   2   3.5e-21   2.8e-19   68.1   0.0   220   384   269   448   257   450 0.85 -
138762at50557_13249_0:0030f7|STRG.18574.5:156-1505|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   1   2      0.71        56    1.3   0.1   108   156   126   173    55   190 0.73 -
138762at50557_13249_0:0030f7|STRG.18574.5:156-1505|+ -            450 72085at50557         -            399     2e-20   71.9   0.5   2   2   3.5e-21   2.8e-19   68.1   0.0   220   384   269   448   257   450 0.85 -
126811at50557_39758_0:001e02|STRG.10403.1:368-1741|+ -            458 72085at50557         -            399   2.3e-20   71.7   0.0   1   2     0.063         5    4.7   0.0    38   106     2    66     1   124 0.77 -
126811at50557_39758_0:001e02|STRG.10403.1:368-1741|+ -            458 72085at50557         -            399   2.3e-20   71.7   0.0   2   2   3.8e-20     3e-18   64.7   0.0   232   385   270   439   250   443 0.82 -
138762at50557_13249_0:0030f7|STRG.3321.1:95-1558|+   -            488 72085at50557         -            399   2.8e-20   71.4   0.0   1   1   7.7e-22   6.1e-20   70.3   0.0   220   394   273   466   233   470 0.83 -
138762at50557_13249_0:0030f7|STRG.1329.1:27-1316|+   -            430 72085at50557         -            399     3e-20   71.3   0.0   1   2         2   1.6e+02   -0.2   0.0   127   157   157   187    72   206 0.79 -
138762at50557_13249_0:0030f7|STRG.1329.1:27-1316|+   -            430 72085at50557         -            399     3e-20   71.3   0.0   2   2   2.1e-21   1.6e-19   68.9   0.0   220   388   217   404   213   412 0.82 -
72085at50557_197043_0:003e79|STRG.1335.3:706-1239|+  -            178 72085at50557         -            399   5.6e-20   70.4   0.0   1   1   8.1e-22   6.4e-20   70.2   0.0   221   378     1   177     1   178 0.82 -
138762at50557_13249_0:0030f7|STRG.18828.1:382-1857|+ -            492 72085at50557         -            399   5.9e-20   70.3   0.0   1   2       5.7   4.5e+02   -1.7   0.0   132   159   177   204   156   206 0.79 -
138762at50557_13249_0:0030f7|STRG.18828.1:382-1857|+ -            492 72085at50557         -            399   5.9e-20   70.3   0.0   2   2   2.2e-21   1.7e-19   68.8   0.0   227   389   292   466   272   476 0.86 -
138762at50557_13249_0:0030f7|STRG.18828.2:388-1863|+ -            492 72085at50557         -            399   5.9e-20   70.3   0.0   1   2       5.7   4.5e+02   -1.7   0.0   132   159   177   204   156   206 0.79 -
138762at50557_13249_0:0030f7|STRG.18828.2:388-1863|+ -            492 72085at50557         -            399   5.9e-20   70.3   0.0   2   2   2.2e-21   1.7e-19   68.8   0.0   227   389   292   466   272   476 0.86 -
138762at50557_13249_0:0030f7|STRG.18828.3:216-1691|+ -            492 72085at50557         -            399   5.9e-20   70.3   0.0   1   2       5.7   4.5e+02   -1.7   0.0   132   159   177   204   156   206 0.79 -
138762at50557_13249_0:0030f7|STRG.18828.3:216-1691|+ -            492 72085at50557         -            399   5.9e-20   70.3   0.0   2   2   2.2e-21   1.7e-19   68.8   0.0   227   389   292   466   272   476 0.86 -
138762at50557_13249_0:0030f7|STRG.11723.1:289-1770|+ -            494 72085at50557         -            399   7.3e-20   70.0   0.2   1   4       6.7   5.3e+02   -1.9   0.0     6    22    27    43    24    88 0.72 -
138762at50557_13249_0:0030f7|STRG.11723.1:289-1770|+ -            494 72085at50557         -            399   7.3e-20   70.0   0.2   2   4      0.66        52    1.4   0.0   114   160   151   196   135   231 0.72 -
138762at50557_13249_0:0030f7|STRG.11723.1:289-1770|+ -            494 72085at50557         -            399   7.3e-20   70.0   0.2   3   4       1.1        84    0.7   0.0   113   137   248   272   237   277 0.85 -
138762at50557_13249_0:0030f7|STRG.11723.1:289-1770|+ -            494 72085at50557         -            399   7.3e-20   70.0   0.2   4   4   1.3e-19     1e-17   63.0   0.0   227   386   287   462   275   475 0.82 -
138762at50557_13249_0:0030f7|STRG.1330.1:158-1576|+  -            473 72085at50557         -            399   9.3e-20   69.7   0.2   1   2       1.2        97    0.5   0.0   129   158   147   176    92   195 0.69 -
138762at50557_13249_0:0030f7|STRG.1330.1:158-1576|+  -            473 72085at50557         -            399   9.3e-20   69.7   0.2   2   2     1e-20   7.9e-19   66.6   0.0   220   388   259   446   224   454 0.85 -
138762at50557_13249_0:0030f7|STRG.1331.1:129-1547|+  -            473 72085at50557         -            399   1.2e-19   69.3   0.1   1   2       8.2   6.4e+02   -2.2   0.0   129   156   148   175    96   183 0.64 -
138762at50557_13249_0:0030f7|STRG.1331.1:129-1547|+  -            473 72085at50557         -            399   1.2e-19   69.3   0.1   2   2   3.8e-21     3e-19   68.0   0.0   220   390   261   450   215   456 0.82 -
72085at50557_197043_0:003e79|STRG.13782.1:452-937|+  -            162 72085at50557         -            399   1.5e-19   69.0   0.0   1   1   2.1e-21   1.7e-19   68.8   0.0   241   382     2   162     1   162 0.82 -
138762at50557_13249_0:0030f7|STRG.3323.1:100-1497|+  -            466 72085at50557         -            399   1.6e-19   68.9   0.0   1   2         2   1.5e+02   -0.2   0.0    96   254   119   161    79   186 0.63 -
138762at50557_13249_0:0030f7|STRG.3323.1:100-1497|+  -            466 72085at50557         -            399   1.6e-19   68.9   0.0   2   2   9.9e-21   7.8e-19   66.7   0.0   220   386   280   465   234   466 0.80 -
138762at50557_13249_0:0030f7|STRG.12986.1:182-1558|+ -            459 72085at50557         -            399   3.1e-19   68.0   1.6   1   2      0.14        11    3.6   0.5     6    66    27    89    23   270 0.68 -
138762at50557_13249_0:0030f7|STRG.12986.1:182-1558|+ -            459 72085at50557         -            399   3.1e-19   68.0   1.6   2   2   2.6e-19   2.1e-17   62.0   0.0   229   384   288   459   276   459 0.84 -
138762at50557_13249_0:0030f7|STRG.12986.2:182-1558|+ -            459 72085at50557         -            399   3.1e-19   68.0   1.6   1   2      0.14        11    3.6   0.5     6    66    27    89    23   270 0.68 -
138762at50557_13249_0:0030f7|STRG.12986.2:182-1558|+ -            459 72085at50557         -            399   3.1e-19   68.0   1.6   2   2   2.6e-19   2.1e-17   62.0   0.0   229   384   288   459   276   459 0.84 -
138762at50557_13249_0:0030f7|STRG.12986.3:161-1537|+ -            459 72085at50557         -            399   3.1e-19   68.0   1.6   1   2      0.14        11    3.6   0.5     6    66    27    89    23   270 0.68 -
138762at50557_13249_0:0030f7|STRG.12986.3:161-1537|+ -            459 72085at50557         -            399   3.1e-19   68.0   1.6   2   2   2.6e-19   2.1e-17   62.0   0.0   229   384   288   459   276   459 0.84 -
138762at50557_13249_0:0030f7|STRG.3319.1:141-1529|+  -            463 72085at50557         -            399     9e-19   66.4   0.0   1   1   2.5e-20   1.9e-18   65.4   0.0   220   387   273   459   233   462 0.84 -
138762at50557_13249_0:0030f7|STRG.5377.1:416-1906|+  -            497 72085at50557         -            399   1.9e-18   65.4   0.0   1   2     0.038         3    5.5   0.0   118   193   147   219   101   268 0.75 -
138762at50557_13249_0:0030f7|STRG.5377.1:416-1906|+  -            497 72085at50557         -            399   1.9e-18   65.4   0.0   2   2   5.4e-18   4.3e-16   57.7   0.0   220   385   290   469   284   477 0.81 -
138762at50557_13249_0:0030f7|STRG.5377.2:722-2212|+  -            497 72085at50557         -            399   1.9e-18   65.4   0.0   1   2     0.038         3    5.5   0.0   118   193   147   219   101   268 0.75 -
138762at50557_13249_0:0030f7|STRG.5377.2:722-2212|+  -            497 72085at50557         -            399   1.9e-18   65.4   0.0   2   2   5.4e-18   4.3e-16   57.7   0.0   220   385   290   469   284   477 0.81 -
138762at50557_13249_0:0030f7|STRG.5377.5:106-1596|+  -            497 72085at50557         -            399   1.9e-18   65.4   0.0   1   2     0.038         3    5.5   0.0   118   193   147   219   101   268 0.75 -
138762at50557_13249_0:0030f7|STRG.5377.5:106-1596|+  -            497 72085at50557         -            399   1.9e-18   65.4   0.0   2   2   5.4e-18   4.3e-16   57.7   0.0   220   385   290   469   284   477 0.81 -
138762at50557_13249_0:0030f7|STRG.19469.1:217-1674|+ -            486 72085at50557         -            399     2e-18   65.3   0.0   1   1     7e-20   5.5e-18   63.9   0.0   220   385   260   447   256   458 0.83 -
138762at50557_13249_0:0030f7|STRG.7050.1:166-1674|+  -            503 72085at50557         -            399   2.4e-18   65.0   0.0   1   4       1.9   1.5e+02   -0.1   0.0     5    31    34    63    31    96 0.72 -
138762at50557_13249_0:0030f7|STRG.7050.1:166-1674|+  -            503 72085at50557         -            399   2.4e-18   65.0   0.0   2   4       1.7   1.4e+02    0.0   0.0   126   160   170   204   144   209 0.81 -
138762at50557_13249_0:0030f7|STRG.7050.1:166-1674|+  -            503 72085at50557         -            399   2.4e-18   65.0   0.0   3   4       5.8   4.6e+02   -1.7   0.0   108   136   252   279   208   285 0.77 -
138762at50557_13249_0:0030f7|STRG.7050.1:166-1674|+  -            503 72085at50557         -            399   2.4e-18   65.0   0.0   4   4   1.4e-18   1.1e-16   59.6   0.0   227   386   296   471   286   484 0.82 -
